cntr_01,dist_x,pang_x,count_01,source_01,ra_01,dec_01,velo_01,date_obs_01,tsys_01,int_01,rms1_01,vlo1_01,vhi1_01,ra,dec,sigra,sigdec,w1mpro,w1sigmpro,w1snr,w2mpro,w2sigmpro,w2snr,w3mpro,w3sigmpro,w3snr,w4mpro,w4sigmpro,w4snr
846,0.385049,24.276359,1094,SDSSJ033357.37-,53.48904,-6.94983,19842,2014.086,50.7,10,5.5,18316,21382,53.4890843,-6.9497325,0.0761,0.0773,14.81,0.032,33.9,14.753,0.061,17.8,12.204,,0.7,8.901,,0.2
847,0.299915,65.460644,1095,033408+010853,53.53458,1.14819,14390,2008.28,36.6,10,3.2,12916,15878,53.5346558,1.1482246,0.0399,0.0382,12.521,0.023,47.6,12.354,0.024,45.4,8.642,0.028,39.0,6.605,0.074,14.7
848,0.656838,121.857045,1096,033410+010612,53.54392,1.10336,14390,2008.28,36.3,10,3.3,12916,15878,53.544075,1.1032637,0.0562,0.0486,12.79,0.031,34.7,12.556,0.034,31.6,8.408,0.036,30.2,6.5,0.122,8.9
849,0.154006,-3.491388,1097,NPM1G-15.0192,53.60204,-15.22775,10500,2016.355,60.5,10,6.4,9152,11860,53.6020373,-15.2277073,0.0404,0.0323,11.354,0.026,41.4,10.662,0.023,47.3,7.188,0.02,54.1,4.776,0.041,26.4
850,0.234509,95.284852,1098,SDSSJ03349-0548,53.74162,-5.81478,5492,2016.202,51.6,8,5.8,4187,6809,53.7416852,-5.814786,0.0472,0.0459,13.147,0.024,44.8,13.049,0.028,39.4,10.83,0.121,9.0,8.446,,1.0
852,0.356124,-19.236738,1103,033646-075024,54.1925,-7.84,11727,2008.947,40.5,55,1.7,10278,13189,54.1924671,-7.8399066,0.0394,0.0384,12.363,0.024,45.9,12.146,0.023,46.4,8.76,0.029,37.3,6.534,0.079,13.7
853,2.114989,63.242641,1115,ESO482-G014,54.26321,-25.24922,13112,2009.063,33.6,10,2.9,11650,14588,54.26379,-25.2489555,0.0375,0.0363,12.165,0.023,46.9,11.948,0.022,49.5,8.958,0.028,39.5,6.421,0.061,17.9
854,1.827175,173.513997,1116,033713-071718,54.30537,-7.28828,9893,2006.186,37.5,10,3.4,8461,11338,54.3054278,-7.2887843,0.0385,0.0618,11.917,0.033,32.9,11.59,0.034,31.7,7.443,0.03,36.5,5.268,0.068,15.9
855,0.138247,-17.621764,1117,UGC-2798,54.54154,40.98306,4941,2006.077,58.1,5,7.6,3554,6340,54.5415246,40.9830966,0.0326,0.0318,11.077,0.022,48.8,10.916,0.022,49.4,7.377,0.017,62.9,4.969,0.032,33.7
856,0.231179,-79.229936,1118,IRAS03355+0104,54.54329,1.23839,11926,2003.939,39.0,72,1.4,10461,13376,54.5432269,1.238402,0.0367,0.0381,12.229,0.035,31.1,10.808,0.023,47.1,6.674,0.016,66.0,3.476,0.025,43.8
858,0.93025,23.925076,1120,0335+09,54.66875,9.96997,10368,2003.916,47.1,40,2.2,8932,11818,54.6688564,9.9702062,0.0387,0.0362,11.015,0.021,50.8,11.097,0.022,50.2,10.14,0.064,16.9,8.577,0.366,3.0
859,5.714097,103.680423,1121,IRAS03359+1523,54.69458,15.54861,10613,2010.235,37.6,10,14.9,9174,12065,54.6961808,15.5482346,0.0321,0.0313,11.9,0.023,46.9,11.124,0.022,48.8,6.519,0.016,69.1,3.352,0.021,50.9
860,0.552093,-39.69674,1122,NGC1398,54.71704,-26.33778,1396,2011.144,44.4,10,4.4,41,2763,54.7169307,-26.337662,0.0339,0.0321,8.478,0.023,48.2,8.464,0.02,55.7,7.968,0.021,51.6,6.769,0.072,15.0
861,0.268556,-28.109208,1123,CGCG465-003,54.73671,20.40236,6274,2010.047,30.0,10,2.7,4875,7686,54.7366725,20.4024258,0.0339,0.0334,12.353,0.203,5.3,12.283,0.023,47.7,8.11,0.02,53.1,5.092,0.027,40.1
862,0.632903,14.11286,1124,033906-143641,54.77788,-14.61142,10720,2009.144,49.2,10,20.1,9280,12173,54.7779243,-14.6112495,0.0389,0.0373,12.237,0.024,45.2,11.79,0.022,48.6,9.12,0.031,35.6,6.643,0.072,15.1
864,0.197409,58.44065,1126,0339256+4111574,54.85667,41.19928,13610,2010.925,44.6,10,3.8,12143,15090,54.8567321,41.1993087,0.0311,0.0304,11.777,0.022,48.5,11.062,0.02,53.4,6.97,0.016,67.1,4.45,0.023,47.4
865,0.120279,-133.978378,1127,033955-063229,54.98325,-6.54136,9293,2006.186,36.7,10,3.4,7866,10733,54.9832258,-6.5413832,0.037,0.0363,12.34,0.024,45.2,11.826,0.021,51.2,8.488,0.026,41.8,6.152,0.066,16.5
866,1.103223,90.46739,1128,340580,55.24167,10.73597,11740,2010.936,33.2,10,3.1,10291,13202,55.2419819,10.7359675,0.0346,0.0328,11.347,0.106,10.2,11.121,0.021,53.0,8.462,0.026,41.3,6.333,0.06,18.1
867,0.678012,113.998874,1129,NGC1409,55.29337,-1.3025,7750,2003.928,45.8,32,2.6,6338,9175,55.2935421,-1.3025766,0.0397,0.0383,10.513,0.024,45.9,10.526,0.021,51.1,9.344,0.048,22.7,8.067,,1.5
869,0.038184,-171.871959,1131,NGC1410,55.29463,-1.29886,7592,2003.928,56.1,20,5.0,6181,9016,55.2946285,-1.2988705,0.031,0.0303,10.995,0.022,49.0,10.722,0.02,54.5,7.297,0.017,64.0,4.568,0.024,44.5
870,0.396411,29.222417,1132,2MASXJ03413491-,55.39542,-7.32378,19773,2014.086,50.4,10,5.0,18248,21312,55.3954742,-7.3236839,0.0428,0.0416,12.802,0.025,43.7,12.607,0.024,45.3,9.429,0.039,27.8,6.828,0.086,12.6
871,0.096174,-1.924087,1133,NGC1417,55.48925,-4.70486,4120,2005.877,48.2,5,6.4,3982,6775,55.4892491,-4.7048333,0.0333,0.0341,10.233,0.022,48.7,10.248,0.021,52.9,8.024,0.023,47.8,5.929,0.054,20.2
872,4.391987,82.450092,1134,ESO-548-G81,55.51417,-21.24447,4341,2008.175,49.1,5,6.6,2960,5735,55.5154676,-21.2443097,0.0306,0.0303,8.718,0.024,45.3,8.007,0.02,53.8,6.014,0.015,71.6,4.175,0.025,44.2
873,0.290203,5.041204,1135,ESO548-G081,55.51546,-21.24439,4341,2008.166,43.5,10,4.3,2960,5735,55.5154676,-21.2443097,0.0306,0.0303,8.718,0.024,45.3,8.007,0.02,53.8,6.014,0.015,71.6,4.175,0.025,44.2
876,0.22523,-66.945902,1138,NGC1421,55.62204,-13.48806,2090,2005.877,54.7,5,7.2,1953,4710,55.6219808,-13.4880355,0.0305,0.0298,10.119,0.023,47.8,9.851,0.02,53.0,5.637,0.015,73.6,3.436,0.025,44.0
877,3.357611,-69.639592,1139,NGC1425,55.62288,-13.48836,2090,2008.947,55.6,5,7.3,729,3463,55.6219808,-13.4880355,0.0305,0.0298,10.119,0.023,47.8,9.851,0.02,53.0,5.637,0.015,73.6,3.436,0.025,44.0
878,0.434608,88.433641,1141,J034240-131722,55.66708,-13.28956,9059,2014.928,82.4,10,9.1,7635,10496,55.667204,-13.2895567,0.0304,0.0302,11.498,0.023,47.6,11.228,0.021,51.2,6.737,0.014,76.4,4.716,0.027,40.5
879,0.228057,-161.006193,1142,034330-073507,55.87604,-7.58536,10792,2006.189,36.9,10,3.3,9351,12246,55.8760192,-7.5854199,0.0578,0.0571,13.949,0.027,40.9,13.865,0.038,28.3,11.416,0.178,6.1,8.926,,0.3
880,0.439872,101.566893,1143,UGC-2837,55.97708,40.01567,4921,2006.079,56.3,5,8.4,3534,6320,55.9772363,40.0156455,0.0346,0.0327,11.21,0.025,44.0,10.929,0.023,46.3,6.849,0.016,70.0,3.982,0.022,48.8
881,0.1908,112.872358,1145,UGC-2836,55.98696,39.29517,4963,2006.079,61.9,5,8.4,3576,6362,55.9870231,39.2951494,0.0294,0.0286,9.863,0.022,48.6,9.608,0.02,54.1,5.41,0.014,76.4,3.428,0.023,47.7
882,0.489814,-159.811233,1147,034415-100757,56.06633,-10.1325,10061,2008.919,47.3,10,4.3,8627,11508,56.0662823,-10.1326277,0.0364,0.0345,11.969,0.024,45.9,11.738,0.022,49.6,8.048,0.022,49.4,5.323,0.032,34.0
883,3.065358,34.952904,1148,034516-112610,56.32,-11.43608,11284,2008.947,39.5,10,3.4,9839,12742,56.3204977,-11.4353821,0.0656,0.064,13.535,0.033,33.0,13.403,0.039,28.0,10.283,0.104,10.5,7.573,0.239,4.5
884,0.443954,26.773397,1149,034545-071526,56.43817,-7.25753,6595,2006.189,38.0,10,3.7,5193,8010,56.438226,-7.2574199,0.0316,0.0309,11.578,0.022,49.8,10.987,0.021,52.6,7.366,0.017,63.7,4.826,0.033,33.2
885,0.470202,-52.173794,1150,034545-071527,56.43833,-7.2575,6574,2008.919,48.0,10,4.3,5172,7988,56.438226,-7.2574199,0.0316,0.0309,11.578,0.022,49.8,10.987,0.021,52.6,7.366,0.017,63.7,4.826,0.033,33.2
886,1.556126,-33.704372,1151,034547-000025,56.44987,-7.2575,10792,2006.186,36.6,10,3.2,9351,12246,56.4496282,-7.2571404,0.4861,0.5074,17.381,0.16,6.8,17.153,,0.3,12.589,,-1.2,9.0,,-1.6
887,1.108835,-93.368904,1152,034652-041112,56.71833,-4.18661,4334,2009.141,36.7,10,3.5,2953,5728,56.7180217,-4.1866281,0.0439,0.0429,12.849,0.024,46.0,12.806,0.026,41.8,9.907,0.053,20.6,8.139,0.239,4.5
888,0.511964,41.930286,1153,034652-102040,56.72,-10.34447,11257,2008.947,39.5,10,3.4,9812,12715,56.7200966,-10.3443642,0.0436,0.0408,12.721,0.023,46.4,12.546,0.025,43.7,9.704,0.045,23.9,7.361,0.159,6.8
889,5.178934,-21.335662,1154,NGC1459,56.74204,-25.52306,4210,2008.28,50.5,5,7.0,2830,5603,56.74146,-25.52172,0.0354,0.0344,11.71,0.023,47.2,11.681,0.022,50.3,8.416,0.022,50.3,6.22,0.052,20.7
890,0.655547,109.538401,1156,034800-095327,57.00246,-9.89083,9947,2009.141,39.2,10,3.3,8514,11393,57.0026342,-9.8908909,0.0393,0.0367,11.712,0.022,50.0,11.757,0.022,50.3,10.21,0.065,16.8,8.543,0.403,2.7
891,0.788433,84.576503,1157,0350003-0127577,57.50125,-1.466,12323,2010.952,35.4,50,1.4,10868,13791,57.5014681,-1.4659793,0.0327,0.0319,11.413,0.023,47.7,10.784,0.02,53.9,7.579,0.018,60.7,5.541,0.042,25.7
892,0.805845,76.909189,1158,350003,57.50125,-1.46603,12323,2010.936,35.2,10,3.2,10868,13791,57.5014681,-1.4659793,0.0327,0.0319,11.413,0.023,47.7,10.784,0.02,53.9,7.579,0.018,60.7,5.541,0.042,25.7
895,0.284473,104.436306,1168,2MASXJ03525990-,58.24954,-4.84914,19865,2014.086,49.7,10,5.2,18339,21405,58.2496168,-4.8491597,0.0646,0.0659,14.254,0.029,36.9,14.075,0.044,24.9,11.917,,1.5,8.825,,0.1
896,0.840639,93.338789,1169,0353424+3714077,58.42667,37.23547,5590,2010.925,47.2,10,4.6,4197,6995,58.4269628,37.2354564,0.0327,0.032,10.996,0.024,44.9,10.537,0.021,51.6,7.207,0.017,63.0,4.807,0.03,35.8
897,0.789999,67.747765,1170,IC355,58.4425,19.97386,8648,2013.485,49.1,10,4.8,7227,10082,58.4427161,19.9739431,0.0328,0.0325,11.303,0.023,47.5,11.031,0.022,50.1,7.639,0.017,62.9,5.297,0.032,33.8
898,0.401692,51.211289,1171,035356-091026,58.48708,-9.17386,4287,2009.141,38.8,10,3.6,2906,5680,58.4871681,-9.1737901,0.04,0.0386,12.228,0.023,46.9,12.157,0.023,47.3,9.449,0.035,30.7,7.876,0.172,6.3
899,0.549447,75.776675,1172,J035407+155924,58.532,15.99008,6625,2014.928,66.9,10,7.1,5223,8040,58.5321539,15.9901175,0.0311,0.0301,11.373,0.023,47.3,11.155,0.02,54.2,6.6,0.015,72.9,4.756,0.029,37.5
900,0.110836,-123.515853,1173,2MASXJ03540948+,58.53946,2.82519,10793,2014.082,67.1,8,7.9,9352,12247,58.5394343,2.825173,0.0307,0.0291,11.283,0.023,47.9,10.226,0.019,57.7,7.094,0.017,64.8,4.544,0.027,40.6
902,0.294439,-54.150629,1175,035509-172810,58.78867,-17.46942,8577,2008.919,52.1,10,4.7,7157,10010,58.7886005,-17.4693721,0.0329,0.0319,11.178,0.024,45.7,10.968,0.02,54.0,7.719,0.018,59.1,5.41,0.04,27.2
903,0.478552,87.154091,1176,J035514+143614,58.81162,14.60408,12655,2014.928,59.2,10,6.1,11197,14126,58.8117572,14.6040866,0.0368,0.0359,13.0,0.024,45.4,12.095,0.022,49.2,8.287,0.023,47.6,5.21,0.032,33.4
904,0.782922,-45.585854,1177,2MASXJ03560088-,59.00375,-13.70919,8786,2012.105,77.1,10,7.0,7364,10221,59.0035901,-13.7090378,0.0309,0.0305,11.586,0.063,17.2,11.402,0.021,50.6,6.664,0.017,63.7,3.29,0.02,54.9
905,0.59297,79.753466,1178,2MASXJ03562913-,59.12146,-4.97519,19414,2014.086,49.9,10,5.3,17893,20950,59.1216227,-4.9751607,0.0416,0.0417,12.724,0.024,44.3,12.579,0.027,40.5,8.964,0.028,38.3,6.862,0.082,13.3
906,0.839727,43.39254,1179,ESO-419-G12,59.29212,-28.87667,4114,2008.28,54.0,5,7.8,2735,5506,59.292303,-28.8765005,0.0369,0.0353,10.446,0.023,46.5,10.481,0.02,53.0,9.306,0.031,35.1,8.01,0.253,4.3
907,2.76131,165.620222,1180,0354-1855,59.29292,-18.77744,7534,2003.919,58.5,28,3.5,6124,8957,59.2931212,-18.778183,0.038,0.0438,11.13,0.024,45.5,11.107,0.024,44.4,7.937,0.027,40.3,6.059,0.074,14.6
908,0.370759,132.819168,1181,NGC1489,59.40875,-19.21664,11557,2012.261,52.7,10,5.9,10109,13018,59.40883,-19.21671,0.0406,0.0389,11.722,0.024,45.1,11.716,0.023,48.1,9.534,0.04,27.2,7.39,0.165,6.6
910,0.596812,-84.21851,1183,035807-111809,59.53167,-11.30253,11185,2009.144,47.6,10,4.3,9741,12642,59.5315018,-11.3025133,0.0427,0.0409,12.458,0.023,46.4,12.41,0.024,45.3,10.31,0.074,14.7,8.676,0.36,3.0
911,0.229933,61.066638,1184,2MASXJ03581372-,59.55708,-5.93961,19919,2014.086,50.3,10,5.5,18393,21460,59.5571362,-5.9395791,0.0552,0.0558,13.675,0.026,41.0,13.596,0.036,30.4,11.309,0.165,6.6,8.445,,1.2
912,0.72686,-95.485259,1185,035829-112151,59.62246,-11.36417,11158,2009.144,46.5,10,4.4,9714,12615,59.622255,-11.3641893,0.0403,0.0382,12.081,0.023,47.6,12.11,0.022,50.1,11.171,0.152,7.2,8.562,,0.9
913,0.673874,113.686778,1186,3C98,59.72667,10.43419,9130,2003.902,49.3,48,2.0,7705,10568,59.7268443,10.4341148,0.0337,0.0319,11.354,0.022,49.7,11.008,0.02,54.6,8.032,0.021,51.5,5.45,0.049,22.1
914,2.976151,-133.084176,1187,ESO-483-G6,60.11037,-25.18194,4154,2008.28,49.3,5,7.2,2774,5546,60.1097028,-25.1825047,0.0348,0.0336,11.135,0.023,48.1,11.159,0.02,53.6,8.786,0.024,45.1,6.89,0.082,13.2
915,0.398737,21.715475,1188,0401050+2256185,60.27079,22.93847,7479,2011.094,32.9,10,2.9,6069,8902,60.2708345,22.9385729,0.0375,0.0362,12.177,0.023,46.9,12.02,0.022,48.9,8.438,0.025,43.0,5.948,0.052,20.7
916,0.426491,-89.951656,1189,ESO549-G049,60.60713,-18.04758,7887,2009.063,31.6,10,3.0,6473,9314,60.6070054,-18.0475799,0.0304,0.0299,9.863,0.023,46.2,9.242,0.02,54.5,5.911,0.015,71.6,3.523,0.021,51.0
917,0.364146,115.973393,1190,UGC-2916,60.64108,71.70597,4517,2006.052,35.4,5,4.7,3134,5912,60.6413697,71.7059257,0.0308,0.0301,10.626,0.023,47.7,10.557,0.02,53.9,7.149,0.015,72.8,5.295,0.034,32.3
918,0.704138,66.784937,1191,040246-210709,60.692,-21.11919,7638,2009.144,51.5,10,4.9,6226,9062,60.6921927,-21.1191129,0.0318,0.0303,10.965,0.023,46.4,10.619,0.019,56.8,7.619,0.017,64.5,5.529,0.033,32.6
919,1.217874,-43.103132,1192,UGC2936,60.70104,1.96572,3813,2009.166,36.3,10,3.4,2436,5202,60.7008087,1.965967,0.0298,0.0288,10.155,0.023,47.0,9.744,0.02,54.7,6.07,0.014,78.7,3.683,0.024,45.8
920,0.440583,-7.632267,1194,0403033+2144518,60.76371,21.74775,6324,2011.094,32.9,10,2.9,4925,7736,60.7636925,21.7478713,0.04,0.0393,12.615,0.024,44.9,12.479,0.025,42.9,8.467,0.023,47.3,6.492,0.074,14.6
921,1.590273,142.808359,1195,040440-163013,61.16883,-16.50358,8660,2009.144,48.6,10,4.6,7239,10094,61.1691085,-16.5039319,0.0402,0.0401,12.995,0.023,46.8,12.76,0.026,42.1,8.761,0.028,38.8,6.122,0.052,21.0
922,0.216558,-101.409649,1196,IRASF04023-1638,61.16917,-16.50392,8643,2013.224,43.4,15,3.8,7222,10077,61.1691085,-16.5039319,0.0402,0.0401,12.995,0.023,46.8,12.76,0.026,42.1,8.761,0.028,38.8,6.122,0.052,21.0
923,0.104671,92.957231,1197,MRK1193,61.75458,-10.17083,9619,2011.144,34.6,10,3.2,8189,11062,61.7546095,-10.1708315,0.0308,0.0298,11.601,0.023,46.4,10.596,0.02,53.5,7.088,0.015,72.3,4.345,0.023,47.8
924,5.249565,-41.40748,1198,ESO-420-G3,61.94142,-29.85972,4107,2008.28,53.2,5,7.3,2728,5499,61.9403079,-29.8586263,0.0367,0.035,11.785,0.024,46.2,11.759,0.022,49.1,8.345,0.022,48.6,6.178,0.053,20.5
925,2.428028,-9.755217,1199,IRAS04061+1522,62.25125,15.51361,13461,2016.205,32.3,10,3.0,12087,14847,62.2511314,15.5142747,0.0359,0.035,11.396,0.023,47.3,10.931,0.022,50.3,8.368,0.024,45.3,6.239,0.067,16.2
926,1.006595,70.572959,1200,SDSSJ04094-0429,62.37121,-4.48417,11616,2016.202,46.9,10,5.0,10258,12986,62.3714745,-4.484077,0.0399,0.0379,12.696,0.024,45.1,11.929,0.023,46.5,8.723,0.027,39.7,6.115,0.051,21.2
927,0.318036,139.924461,1201,IRC+30072,62.40396,33.49375,0,2016.205,35.4,1,11.0,-1258,1269,62.4040282,33.4936824,0.0312,0.0264,1.256,,0.8,1.406,,1.7,1.56,0.024,45.8,1.053,0.016,66.2
928,2.390702,25.216452,1202,041010-175659,62.54242,-17.94975,11907,2009.144,46.5,10,4.2,10456,13371,62.5427174,-17.9491492,0.0467,0.0618,12.748,0.032,33.9,12.574,0.034,32.3,9.617,0.057,19.1,7.353,0.176,6.2
929,4.152716,-57.482094,1203,ESO-483-G12,62.595,-23.6175,4229,2008.28,45.7,5,6.1,2849,5622,62.5939384,-23.6168799,0.0293,0.0291,10.597,0.024,45.9,10.363,0.019,56.0,6.345,0.014,76.4,4.38,0.021,51.2
930,0.896674,172.248269,1204,041103-175237,62.76458,-17.87694,9257,2008.919,52.5,10,4.7,7831,10696,62.7646153,-17.8771868,0.0545,0.0739,12.873,0.037,29.5,12.73,0.039,28.1,10.046,0.078,13.9,7.64,0.227,4.8
932,2.777982,10.269339,1206,ZHG900410+1021A,63.36,10.47419,27598,2003.925,35.9,44,1.8,25984,29199,63.3601399,10.4749493,0.0481,0.0455,12.775,0.023,47.4,12.789,0.031,35.1,12.259,,0.4,8.754,,-0.8
933,0.991797,-97.613251,1207,UGC-2988,63.412,25.48303,3825,2006.928,37.1,5,5.0,2448,5214,63.4116975,25.4829935,0.0387,0.0389,10.573,0.022,48.7,10.584,0.022,48.3,9.226,0.044,24.9,7.53,0.177,6.1
934,0.600526,125.893893,1208,0414502+0146013,63.70913,1.767,12258,2010.991,38.8,10,3.6,10804,13725,63.7092652,1.7669022,0.0368,0.0363,11.91,0.024,45.3,11.775,0.022,50.2,8.509,0.025,42.7,5.764,0.04,27.3
935,0.642413,175.116016,1209,414502,63.70925,1.76708,12258,2010.936,36.1,10,3.1,10804,13725,63.7092652,1.7669022,0.0368,0.0363,11.91,0.024,45.3,11.775,0.022,50.2,8.509,0.025,42.7,5.764,0.04,27.3
936,0.156423,-55.83674,1210,IRAS04124-0803,63.71946,-7.92772,11365,2008.166,36.6,10,3.3,9919,12824,63.7194237,-7.9276956,0.0297,0.0286,9.617,0.022,48.3,8.526,0.02,53.9,5.438,0.014,78.1,3.103,0.023,46.2
937,2.607386,-10.944644,1211,J041545+312350,63.94042,31.39658,10657,2014.928,59.4,10,6.4,9218,12109,63.9402589,31.3972911,0.0339,0.0325,6.532,0.084,12.9,6.501,0.023,47.9,6.567,0.015,71.8,6.41,0.08,13.6
939,0.209725,-175.792491,1213,4173688,64.40375,27.06778,7198,2010.858,40.8,10,3.7,5791,8618,64.4037452,27.0677219,0.0436,0.0416,12.106,0.024,45.2,12.121,0.026,42.1,9.053,0.038,28.7,6.647,0.069,15.8
940,0.162124,23.176314,1214,3C111,64.58862,38.02656,14540,2006.477,41.4,30,44.6,13065,16029,64.5886425,38.0266014,0.0327,0.0311,9.897,0.023,47.4,8.996,0.021,52.5,6.628,0.016,66.9,4.472,0.029,37.1
943,1.303454,-105.801865,1217,NGC1530,65.86279,75.29558,2461,2006.052,35.8,5,4.9,1097,3837,65.8614175,75.2954814,0.0302,0.0285,9.936,0.022,48.3,9.602,0.02,54.2,5.359,0.015,73.3,3.026,0.018,59.0
944,0.546431,-99.021153,1218,2MASXJ04234080+,65.92,4.13386,13491,2012.105,63.8,10,6.4,12025,14970,65.9198497,4.1338362,0.0313,0.0306,10.911,0.023,46.7,9.66,0.02,54.8,6.582,0.017,63.5,3.971,0.025,43.8
946,0.457264,13.12425,1220,042429-033933,66.12333,-3.65917,4799,2008.919,46.7,10,4.4,3414,6197,66.1233589,-3.6590463,0.0433,0.0429,13.041,0.025,42.7,12.627,0.025,44.1,9.398,0.037,29.4,7.086,0.099,11.0
947,0.404014,-170.234353,1221,J042506+253321,66.277,25.55617,12465,2014.928,56.2,7,7.3,11009,13934,66.2769789,25.5560594,0.0707,0.0687,13.82,0.029,37.2,13.461,0.054,19.9,,,,,,
948,0.269627,80.159686,1222,2MASXJ04252247+,66.34367,9.85608,5828,2010.082,32.7,10,3.1,4433,7235,66.3437449,9.8560928,0.0324,0.0316,11.541,0.023,46.8,11.31,0.021,52.0,7.032,0.017,64.9,4.373,0.025,42.6
950,0.599911,-112.69699,1225,042718-064308,66.8255,-6.71886,9014,2009.141,37.2,10,3.3,7590,10451,66.8253452,-6.7189243,0.0411,0.0386,11.958,0.023,47.8,11.978,0.023,47.8,10.339,0.064,17.0,8.122,0.239,4.5
951,0.298022,-48.272539,1226,2MASXJ04273897-,66.91237,-11.72567,9842,2009.996,33.5,10,3.0,8410,11287,66.9123069,-11.7256149,0.0306,0.0299,11.569,0.022,49.1,11.275,0.02,53.1,6.793,0.015,73.6,4.598,0.025,42.7
952,1.321599,167.350388,1227,042741-070108,66.92117,-7.01892,11691,2009.141,38.4,10,3.3,10242,13153,66.921251,-7.0192782,0.0521,0.0849,13.137,0.04,27.2,13.021,0.042,25.8,10.004,0.07,15.5,8.199,0.383,2.8
954,0.575031,124.599051,1229,2MASXJ04282604-,67.10837,-4.56361,4647,2012.105,66.0,10,6.2,3263,6044,67.1085019,-4.5637007,0.0308,0.0306,12.082,0.024,45.1,11.226,0.021,52.4,5.923,0.016,69.8,2.204,0.018,60.3
955,2.858284,-87.668663,1230,NGC1591,67.37792,-26.71333,4127,2008.28,48.0,5,6.5,2747,5519,67.3770319,-26.7132977,0.0366,0.0359,11.588,0.025,44.3,11.458,0.023,48.2,7.469,0.02,53.2,5.346,0.041,26.7
956,0.789953,-30.017267,1231,UGC3059,67.42692,3.68203,4810,2007.332,47.9,60,2.0,3424,6208,67.42681,3.68222,0.0404,0.0392,12.163,0.023,47.6,12.144,0.023,46.5,9.167,0.036,29.8,6.85,0.095,11.4
957,0.641227,-72.014096,1232,042946-031929,67.44375,-3.32486,4433,2009.141,37.6,10,3.6,3051,5828,67.4435803,-3.324805,0.0389,0.0358,11.111,0.022,49.2,11.058,0.021,51.4,9.785,0.053,20.5,7.669,0.165,6.6
958,0.17291,-153.811495,1233,IRAS04281-0944,67.63867,-9.62908,14060,2003.944,30.6,32,1.5,12571,15526,67.6386485,-9.6291231,0.0324,0.0316,12.183,0.024,45.9,11.733,0.022,49.5,6.921,0.016,68.9,3.82,0.021,51.3
961,0.712548,95.537573,1237,J043113+083039,67.8075,8.511,4322,2014.928,72.2,10,7.5,2941,5715,67.8076992,8.5109809,0.0312,0.031,11.254,0.023,46.5,11.132,0.021,51.5,6.72,0.015,72.5,4.599,0.027,39.8
962,1.610854,131.364124,1238,RXSJ04316-0241,67.90412,-2.68969,12600,2016.355,53.8,9,5.7,11234,13979,67.9044562,-2.6899857,0.034,0.0328,11.421,0.023,46.5,10.557,0.02,54.3,8.043,0.021,50.9,5.765,0.046,23.7
963,0.417365,147.61206,1239,NGC1599,67.91142,-4.58836,4054,2009.996,38.7,10,3.6,2675,5445,67.9114823,-4.5884579,0.0408,0.0405,12.642,0.025,44.1,12.578,0.026,42.4,8.681,0.027,40.6,5.948,0.049,22.0
964,0.168048,89.754527,1240,043159-255509,67.99962,-25.91919,9824,2008.947,53.9,10,5.4,8392,11269,67.9996719,-25.9191898,0.0342,0.0329,11.856,0.023,48.2,11.46,0.021,50.9,7.973,0.02,54.8,5.505,0.035,31.0
965,0.2942,-118.984218,1241,MRK1506,68.29629,5.35436,9896,2008.172,52.6,10,5.5,8464,11341,68.2962182,5.3543204,0.0299,0.0289,9.284,0.023,47.2,8.27,0.02,53.3,5.349,0.014,76.3,2.883,0.02,54.9
966,2.505708,114.288634,1243,NGC1614,68.4995,-8.57889,4778,2009.996,39.6,10,3.8,3393,6176,68.5001416,-8.5791763,0.0297,0.0289,9.157,0.023,47.5,8.578,0.02,55.6,3.607,0.015,70.8,0.375,0.019,58.4
967,3.938946,138.044855,1244,RXSJ04344+7127,68.61912,71.46803,7500,2016.327,55.1,3,10.0,6178,8834,68.6214214,71.4672163,0.0319,0.0313,10.96,0.023,46.9,10.1,0.021,50.9,6.985,0.016,66.8,4.539,0.025,43.4
969,0.972886,53.036666,1246,IRAS04332+0209,68.95171,2.25806,3590,2013.224,39.7,15,3.2,2215,4977,68.9519261,2.2582225,0.0299,0.0293,11.775,0.023,47.9,10.238,0.02,54.2,5.986,0.015,70.6,2.689,0.022,49.5
970,0.306091,65.395852,1247,MCG+00-12-051,69.07758,-2.83142,4697,2008.947,43.5,5,5.6,3312,6094,69.0776574,-2.8313846,0.0388,0.0364,10.729,0.023,47.2,10.817,0.02,53.3,10.286,0.064,16.8,8.468,0.329,3.3
971,0.800569,97.389209,1249,MRK618,69.09267,-10.37606,10658,2009.996,33.2,10,5.9,9219,12110,69.0928942,-10.3760886,0.0297,0.0293,9.543,0.023,48.0,8.397,0.021,52.8,5.102,0.015,73.6,2.711,0.021,52.8
972,1.240224,96.382973,1250,MCG+00-12-054,69.12583,-2.86636,4625,2005.839,63.5,5,8.6,4486,7289,69.1261728,-2.8663983,0.0369,0.0343,10.49,0.022,48.5,10.566,0.02,55.0,9.352,0.038,28.4,7.582,0.148,7.3
973,4.089601,-128.714516,1251,NGC1620,69.15563,-2.86636,3511,2005.925,47.8,5,6.3,2137,4897,69.1547425,-2.8670705,0.0396,0.0371,11.437,0.023,47.5,11.489,0.021,51.4,11.433,0.205,5.3,8.86,,0.3
